persona_id,num_posts_viewed,num_posts_voted,num_posts_liked,num_posts_commented,num_posts_skipped
c4841b29b955-a27d6c91,41,40,0,0,0
c48db47466c7-a2bd8f6d,5,5,0,0,0
c515ce4fc203-c3ea3585,23,22,0,0,0
c59ab57b556e-7636f714,27,27,0,0,0
c5beaf0d404b-7d727e82,12,12,0,0,0
c697264cebbf-1b000588,8,6,0,0,0
c6a5f67d379a-2be3cd6d,47,44,0,0,0
c6a906535398-8a6ce39f,9,6,0,0,0
c6f7f22078b3-785df8b4,2,0,0,0,0
c71cd7520f2b-2fe3b0af,4,3,0,0,0
c795d7c67406-5d017a0f,37,37,0,0,0
c7e962e668a8-3ad8d164,14,12,0,0,0
c88912253215-d8322ab0,9,7,0,0,0
c8cb2830ee9a-22a41f32,1,0,0,0,0
c9ff6982af7d-42415acf,39,39,0,0,0
ca880c74d934-08089513,17,16,0,0,0
cb1e50c09146-42e577d1,3,0,0,0,0
cb4932ce53dd-27c494a7,2,2,0,0,0
cbf928810858-b43f895d,2,0,0,0,0
cc03f01c3724-65603b9f,5,4,0,0,0
cc59baeff930-6076a0dc,3,0,0,0,0
ccde7fc2a4d4-4c08117d,19,19,3,1,0
ccf01cf6305f-ea0c6f1f,4,2,1,0,0
cd611160eefc-3ceed0c0,20,19,0,0,0
cd7ffdaaedf9-043e84f7,37,37,0,0,0
cdb55321c399-deec76e1,24,16,1,0,0
cdcec9b9dba7-e90bffbd,2,0,0,0,0
cdef41a61d50-b523ebec,2,0,0,0,0
ce668f7e99f4-5c3e7040,6,2,0,0,0
ce6acf9678c2-281d1f40,38,0,0,0,0
cf1e5c4f2953-98f1ce9e,3,0,0,0,0
cf3f239f6775-88e50e27,42,14,0,0,0
d006993cd746-a0cc4b2c,5,5,0,0,0
d06fddc69be2-8fe7d25c,14,12,0,0,0
d099441696b8-144e8464,4,2,0,0,0
d09dbc31193a-a59adf2f,41,41,0,0,0
d0db6c10fcc0-c1609da9,1,1,0,0,0
d19c4305a12c-c2adf2e9,2,1,0,0,0
d1bcf5653255-a747f33d,26,23,0,0,0
d1c9e0d31875-fc88b191,29,27,0,0,0
d1cd0c5a153b-8c2773da,28,3,0,0,0
d1deada9777d-1eb36632,4,2,0,0,0
d2216633df8d-8dcb92a7,1,0,0,0,0
d2ab15d62936-7e0ac815,30,25,0,0,0
d2e171205a23-37b45309,5,3,0,0,0
d2f8a0a8aaa1-1f1fe55b,1,0,0,0,0
d34951d1c696-41e1c4fd,1,0,0,0,0
d37dcb7c8939-38dd3cfe,1,0,0,0,0
d4eed3a4a463-d46618a9,2,1,0,0,0
d4ef8203434c-a068d728,14,13,0,0,0
d4f46688a922-5d6d944b,36,35,0,0,0
d51fd17625b7-4deacc0e,1,0,0,0,0
d56db5dc5eb2-e609e410,2,2,0,0,0
d58e84d32371-6db35e3e,41,41,0,0,0
d59e7b544c39-7eec4457,9,8,0,0,0
d5e8dee3e5ae-b3995d02,9,8,0,0,0
d623ea085eb8-0f30c594,29,8,0,0,0
d7126794ef2d-15c0dfb8,39,28,0,0,0
d7de72c6dbeb-8e4dca7c,1,0,0,0,0
d80c3172b0ae-0bec156d,7,0,0,0,0
d8123d648ed5-7aa3388e,5,1,0,0,0
d8a5a6451ea9-4c2b736c,1,0,0,0,0
d9655b30357f-246e6b56,8,7,0,0,0
d967275685f6-bd951445,1,0,0,0,0
d992c78a1544-a18a059d,42,12,0,0,0
da075920be7b-0960fd5a,8,7,0,0,0
da272cf599bf-48826954,2,0,0,0,0
da7d8d3a0614-9e8f912d,24,21,0,0,0
db054789112b-85e9bcb2,2,0,0,0,0
db186394e4ec-e3fcf0fd,1,0,0,0,0
dbdeaed83dce-a29796cc,2,1,0,0,0
dc7d76adf443-7fffb39f,34,31,0,0,0
dc8f73ce15ac-fdd2d3e1,47,47,0,0,0
dc8fe227c204-b28665df,1,0,0,0,0
dca5060dc77f-efa42382,14,6,0,0,0
dccb59da263e-f5a68e47,16,14,0,0,0
dd31f1db6d4e-4a26360d,2,1,0,0,0
de1e366feb01-f59b8455,15,13,0,0,0
deae143ad67e-66ee515a,1,0,0,0,0
decdedd65f62-932fa325,7,5,0,0,0
dfefb029d620-f0b689bb,3,1,0,0,0
e003531d40d5-273182bf,6,0,0,0,0
e0436ba3331a-be838621,10,8,0,0,0
e064a7116c58-9e317ad2,37,37,0,0,0
e0a577cd0068-f4dd785f,35,35,0,0,0
e0bfade00745-01beb6b7,12,9,0,0,0
e0c323c78f6e-68cfd2cb,1,0,0,0,0
e187f1dfcadf-974040e7,19,15,0,0,0
e213d4c50785-26d1463d,9,8,0,0,0
e2295f6fb4c8-ea0adfc5,26,25,1,0,0
e24f599ccb03-b7bcc188,41,41,0,0,0
e26bb3c30820-85b9324d,33,33,0,0,0
e33440ef6d33-da950f0b,5,1,0,0,0
e394db3d7f12-dcbd0702,24,22,0,0,0
e3cffb75b82c-25d911be,2,0,0,0,0
e4770a1ef109-30f82f0b,22,10,0,0,0
e4bc2d2d87c2-a9ea17d6,2,0,0,0,0
e5516baaf118-29b08501,29,25,0,0,0
e5666f60c482-e6f838d5,21,17,0,0,0
e5d484401c50-7e91a3c2,5,4,0,0,0
e5d7c828d316-00e04506,5,4,0,0,0
e5e4a6dd6746-705253de,2,0,0,0,0
e5e8b157d811-0412dbaf,37,37,0,0,0
e604cca78be3-0697b4fc,1,0,0,0,0
e6086496513b-41ebe922,1,0,0,0,0
e656fedbe41e-639cb8a5,5,2,0,0,0
e657c25ee027-d74937a3,9,4,0,0,0
e67bed8e9920-9335b0e1,7,6,0,0,0
e6dcb194e27e-52a3ecb5,5,4,0,0,0
e7182ee07b95-6f6a4808,8,5,1,0,0
e7269249024d-22dcf98e,1,0,0,0,0
e7c4baf2ba66-10f12b6f,6,5,0,0,0
e9c26fc0437a-6eb2a7f2,33,26,0,0,0
eab0c2a9de9b-64af1807,2,2,0,0,0
eadcd27eaa8f-3f122f2a,19,18,0,0,0
eb3aae0e565a-9f75efe4,15,14,0,0,0
ebfad543e886-175d84b5,1,0,0,0,0
ec40ad525ba4-45991290,7,5,0,0,0
ec63e48222b1-59da8835,5,5,0,0,0
ec63ea2c687d-c5f407bd,9,7,0,0,0
ec8bfb457957-fff2cfb4,41,41,0,0,0
ed05ca311ccf-01c2871c,25,23,0,0,0
ed3c6f034d2f-93a34147,1,0,0,0,0
ed3d5211c621-86755b01,25,25,0,0,0
ed702aeb2262-b9a60fc9,7,6,0,0,0
ed7c189d7ace-2e86a840,1,0,0,0,0
ee1bf6b4ab1b-443364a0,1,0,0,0,0
ee8cc47c827f-e82ff66a,21,14,0,0,0
eea6479432cf-a5797336,1,0,0,0,0
ef0b6d44c91a-89ce19a1,6,6,0,0,0
ef4632c207a8-dea0eaef,18,16,0,0,0
efa7ce0a0a58-398d963e,3,2,0,1,0
effcc2fe2fdc-88a1ed92,9,8,0,0,0
f0326bdebbed-68794781,5,4,0,0,0
f0e6dda688b6-12eb1bbb,47,47,0,0,0
f14dfabcdbbc-feb9b0e2,32,28,0,0,0
f167a75b1617-de7339b0,7,5,0,0,0
f1beba4ea6c3-6639f834,8,5,0,0,0
f2188936259c-19cf1008,7,4,0,0,0
f25460dd3cdd-daa0d434,26,26,0,1,0
f262f124592f-911ebd21,2,0,0,0,0
f27944b4705c-9ec2aec3,2,0,0,0,0
f2844086f48e-b9150b1a,4,1,0,0,0
f301d4bfd904-240dee8c,30,23,0,0,0
f339e73caad9-e7142dfa,27,23,0,0,0
f35032f7b361-6ec132b9,1,0,0,0,0
f35653d16bc2-146f15ce,20,20,0,0,0
f36b3c386182-53083ed5,217,214,0,0,0
f3aa7b29a149-f5f7ed7b,6,5,1,1,0
f3b2049b737c-ce8c2c1d,10,1,0,0,0
f4f6d4563fbf-6d14c145,14,12,0,0,0
f57aa7892bc9-fef98b52,3,2,0,0,0
f64a0478a781-321023b5,21,20,0,0,0
f65d69c96f6e-d534bf34,1,0,0,0,0
f6d1a464445f-94004b7e,1,0,0,0,0
f6dcf261dc0b-34791369,18,17,0,0,0
f6e08c19f510-a2d5b82a,1,0,0,0,0
f785e96d90a7-2208fb8c,1,0,0,0,0
f7bc9f9f4c65-e4a02314,1,1,0,0,0
f803db09348a-7aade2f3,3,0,0,0,0
f80a89f9b7ff-b1d65251,24,24,0,0,0
f867767941a4-e6257794,16,14,0,0,0
f87d9bb8053e-5cf1d357,1,0,0,0,0
f8dfc6b52289-510e55d4,14,13,0,0,0
f94b13b5c586-1d3c2f5c,37,37,0,0,0
f9ac7f9eb8d6-186cd596,23,21,0,0,0
f9bee1bab8f6-85fd9f38,9,8,0,0,0
fadba8bf93d9-00b902c1,6,5,0,0,0
fb37d1bb76cd-398f10ff,10,7,0,0,0
fb63fd6d39db-cef16ac7,33,33,0,0,0
fb68e5b0a235-81bcaa34,3,0,0,0,0
fc210d5a4641-54ad58b7,27,24,0,0,0
fcd777617b58-df5a8ab5,7,7,0,0,0
fd4d0e273e1b-66c6865f,10,6,0,0,0
fd5471798d2e-4fdee671,39,39,0,0,0
fd984cfab635-a90014bc,39,39,0,0,0
fdb8550c5bc2-229c2009,13,10,0,0,0
fe1d42f2f1e4-5b0a869c,13,7,0,0,0
fe654ca5f5ff-217e1e65,1,0,0,0,0
fe713fc2fe12-afa84970,10,9,0,0,0
feed2988327f-fa1afbd5,1,0,0,0,0
fefa1211b797-adddce79,37,36,0,0,0
feff3514ea12-57de54f4,17,14,0,0,0
ff2cb5bdcb66-04b539bd,1,0,0,0,0
ff79bc398dd3-4f9ef5ae,5,0,0,0,0
ffd9dcaf7805-1aa947eb,1,0,0,0,0
