persona_id,num_posts_viewed,num_posts_voted,num_posts_liked,num_posts_commented,num_posts_skipped
3cf926c8a11d-371e73c8,9,8,0,0,0
3d411ae0bcb5-c6bb9ceb,6,5,0,0,0
3d677fbc227a-2772fd49,2,0,0,0,0
3d7e13ef4423-75ef14c1,25,24,0,0,0
3db69364669a-9c1197ff,1,0,0,0,0
3db6e2d647d4-932a0a2b,33,33,0,0,0
3ef282f726b5-06b6c021,9,0,0,0,0
4057b64fe3b1-a1c4951e,32,24,0,0,0
408dcdb8b593-3c27fd9e,1,0,0,0,0
410d0abb6cfc-1ede3bc7,6,5,0,0,0
41b39c808c6e-21d2ebc5,13,9,0,0,0
421ee5ce64f5-99fef5d3,4,1,0,0,0
424a00da354c-fef04c0e,17,14,0,0,0
42c22bbb0a35-0da74082,1,0,0,0,0
430e0d94da90-13a497f9,12,8,0,0,0
43b0ff4a8ebd-dad0895e,2,1,0,0,0
43b352b3a70c-ab51d528,11,9,0,0,0
43b867261424-b9ba3066,1,0,0,0,0
446f134bfb8e-7a0a0c54,34,30,0,0,0
4541a8c6ebb9-32ef26e9,41,35,0,0,0
45636e387707-de90bc18,5,0,0,0,0
4612a9f6bcf1-c61ce673,17,17,0,0,0
472f6b8a38eb-9c8ca3d0,10,8,0,0,0
4734ac32b22d-6eeac413,33,33,0,0,0
474d7c0715aa-c7c02a70,45,44,0,0,0
4759527e791c-d0500694,4,3,0,0,0
47b20ccc1495-4c4a6d44,5,3,0,0,0
47cf10bd5f67-1121c3f9,8,6,0,0,0
47f278408c30-af32e87d,33,29,0,0,0
47f32e226250-1a1624cf,25,16,0,0,0
48b055311b4b-17f75f85,34,30,0,0,0
4910a98750b5-33672dce,37,37,0,0,0
491e50e54235-0d3cb8fc,24,19,0,0,0
499ccbe2d860-be79f05f,42,37,0,0,0
4a1d6e4b58f7-02d63762,1,0,0,0,0
4a6bef89424d-bfc8c3c4,13,12,0,0,0
4ae42e059a06-3ddaf58f,16,12,0,0,0
4af7f3cdd2ae-46daebd0,3,3,0,0,0
4b0549d5a926-90cfabed,8,6,0,0,0
4bf7a96aacbf-7269a0e8,3,2,0,0,0
4ca467628dc2-677518c5,9,2,0,0,0
4d072b51689c-0d0a7131,35,18,0,6,1
4d1948075293-b504a422,1,0,0,0,0
4d502dab093f-e18b392a,6,5,0,0,0
4d902716edfa-e5cad6ad,34,14,0,0,0
4dba25ebc405-6acc9630,6,0,0,0,0
4e17bce3bcb9-0d3c1b31,5,4,0,0,0
4e8090aace9c-0c841c95,9,7,0,0,0
4f47a78b9d13-b072d239,1,0,0,0,0
50df7791c3e7-afcfab21,21,19,0,0,0
50fbc8bc981c-7ab4dc63,16,6,0,0,0
515c6d2e70c9-49c182c2,39,34,0,0,0
51b97dd18f31-687eb133,3,0,0,0,0
52556143c05f-6b493fcf,4,1,0,0,0
52947067b711-b099e67d,6,5,0,0,0
5341f4eb64d4-bb709bbc,1,1,0,0,0
537b9123b014-bf8d9c41,8,7,0,0,0
53c55dd01a1c-2e22e853,17,14,0,0,0
53ef0ee1ac7a-d5a9476f,7,3,0,0,0
540759a7ee56-f538f0eb,12,8,0,0,0
541620c4b930-54e530a2,47,37,0,0,0
5419976f51df-6f5ae0ad,25,21,0,0,0
5440bcbc1d94-6f4cb8c9,5,3,0,0,0
546bfc9c32a0-a3c78d79,20,18,0,0,0
5492002057fe-4df96c2a,1,0,0,0,0
549ad7898e69-83cc6c17,3,0,0,0,0
54be81332b3d-4c5a6237,34,34,0,0,0
54daa138fc80-7fcb879b,33,33,0,0,0
55b883c81fe1-ee6bc223,41,29,0,0,0
55b8f6079f9b-3399dd75,36,24,0,0,0
560cab572066-533836f5,9,8,0,0,0
5642bec7828e-a8fa3d34,22,18,0,0,0
57fb560ef368-96c67349,24,22,0,0,0
5856d8a32c54-c94c644f,41,41,0,0,0
58ad14794180-02358e97,8,7,0,0,0
58fab7e498ad-81f6ba49,15,14,0,0,0
5936d8f8402e-5a7a6ab5,1,0,0,0,0
5a499611dc54-3579d65a,7,5,0,0,0
5a79648acc25-36ca83aa,37,37,0,0,0
5b11dc1f82aa-8d962757,10,10,0,0,0
5b51224dd049-78a1f54a,1,0,0,0,0
5bd82cbfe96f-18d3f182,6,5,0,0,0
5bfb356e88a5-1c50c6f4,1,0,0,0,0
5c01f91747db-679d9096,11,8,0,0,0
5c6f1878a743-0a930dbd,10,8,0,0,0
5c736cbf138f-02d85470,13,12,0,0,0
5cb8d23c329c-5263863b,2,0,0,0,0
5da7c4823ee9-b4d8625d,23,3,0,0,0
5df7535466da-e9b1ac42,33,33,0,0,0
5f612e235eaf-0b7c5f8e,3,0,0,0,0
5fd011e64434-0a3f7d20,29,27,0,0,0
60282edde447-75aa2826,1,0,0,0,0
603aa26e57ff-0001551c,37,37,0,0,0
60c94738b3ac-c197b170,1,0,0,0,0
614f14e44be0-f91018c5,1,0,0,0,0
62aa45a73324-55ae275c,16,14,0,0,0
62fc34daec19-5022083f,5,3,0,0,0
6340279223d0-201c8b30,22,0,0,0,0
63bdf51f51a4-4910ab8b,2,0,0,0,0
63c2132ad321-a23947c7,3,2,0,0,0
63f195b77dec-cc629091,33,33,0,0,0
6470f3c50331-329d864a,36,35,0,0,0
6490acd8e4f2-b6564d55,10,7,0,0,0
64c9e31c5622-5a352d70,13,5,0,0,0
652bb2faa06e-7adda19c,4,3,0,0,0
658fe73b0325-73a89a73,8,0,0,0,0
66064e8bf66a-b9e1caf8,1,0,0,0,0
66d074739b2d-e83fef98,5,0,0,0,0
66e56f940f50-f6a56d56,3,0,0,0,0
6719467dc8f1-206fde3d,41,41,0,0,0
680582245067-5b6059e2,2,0,0,0,0
6816582f9fc0-cc2f77a2,5,4,0,0,0
68785fcf90ae-8291feca,2,0,0,0,0
68eb10b5cf45-d279b2d5,16,14,0,0,0
6964fc9ba960-5bc711dd,14,10,0,0,0
696c5cb76cfb-299dca14,4,3,1,0,0
6978b643dafe-fce2627a,21,18,0,0,0
69cee038074e-6372cfe7,41,40,0,0,0
6a07d47901a8-71c65e0d,1,0,0,0,0
6a8720a853c7-0f1332a0,7,0,0,0,0
6b47114a67bf-36592f23,5,4,0,0,0
6b79b69faeba-e7f7fbff,34,33,0,0,0
6c4195907eb0-4b018cec,37,37,0,0,0
6c7bb87048eb-b6d2bfb0,1,0,0,0,0
6cb5202dbca1-924d1055,2,0,0,0,0
6cbbda1b6efb-f916e407,2,1,0,0,0
6d1ad53dd4ae-1849bb7d,12,11,0,0,0
6d35a4d7bce4-09888b9b,11,7,0,0,0
6d83097e929c-7e2cad19,15,14,0,0,0
6da9a01c0a3a-354cf654,17,12,0,0,0
6dbbe324559d-ed77820f,1,1,0,0,0
6dbda116ca2c-b62d5973,42,27,1,0,0
6e28d6e90940-bbd7fc53,8,6,0,0,0
6ebc18dfd7af-9fab843f,2,0,0,0,0
6f182e718ad1-bed1b022,3,3,0,0,0
6f745c9e270c-1c4cee4a,1,0,0,0,0
72760dccc5cd-d4498d94,21,21,0,0,0
72a917305e8f-901ab8d7,37,37,0,0,0
72da11b9c1f6-9fcc646d,39,39,0,0,0
7316989c4482-0cbc22b2,26,20,0,0,0
73504ed58f09-3d2cf04a,2,1,0,0,0
7374af7b2f2d-4c1595ff,41,35,0,0,0
7392c51cad17-f097d006,33,32,0,0,0
74010483f680-edc1251d,3,0,0,0,0
743c8b1f45a1-5096d4dd,6,3,0,0,0
74825c0250d1-746bdfb2,3,1,0,0,0
7483e1c78a2b-5d51b4fc,4,0,0,0,0
7487a98edd4b-b6ea7b40,39,39,0,0,0
749084bbb972-4738a121,22,20,0,0,0
755bee5f15d5-135d7521,39,39,0,0,0
76195a2d34b2-52bb41eb,30,28,0,0,0
7672bf0711c3-9afb813a,14,12,0,0,0
7793f675d329-79aab339,8,6,0,0,0
77aefb28d3ca-4283a3ae,16,14,0,0,0
77bc997a9940-bf461c61,14,14,0,0,0
77d6f123d8ad-9afb8118,9,6,0,0,0
783cec401f0a-e89d19af,37,37,1,0,0
785bb995f8a5-2386f71e,39,39,0,0,0
786510567151-e1f16975,75,72,1,22,0
7885bbef2417-10604a54,7,6,0,0,0
78c3dc31ce40-416feea2,48,47,0,0,0
78caaad59530-a334dddf,30,16,0,0,0
792ac8883c5c-8817614c,9,8,0,0,0
79a729fc4318-cfffc839,7,1,0,0,0
79ac238bb7db-3c1ab963,1,0,0,0,0
79d09a1f9d92-84a58a79,9,0,0,0,0
7ad8803a687a-24c2ef01,1,1,0,0,0
7af089b42810-90295d5d,1,0,0,0,0
7b56001729e2-df30bf30,1,0,0,0,0
7bbc7b287242-324ba8b4,6,5,0,0,0
7c1f05c63616-8ad4aa9d,4,2,0,0,0
7cb230b8a140-89899a4f,7,4,0,0,0
7d0ac0134072-c4a40478,15,14,0,0,0
7d3791fc518e-e57b4362,25,20,0,0,0
7d5b64c66f2d-0e68d2c7,15,11,0,0,0
7d708a7b7add-0047a25b,3,2,0,0,0
7ebf82cb7e95-bd1d593a,2,1,0,0,0
7f08d8cf5d4b-072d4fe5,2,0,0,0,0
803ffe16111a-31ab470e,2,0,0,0,0
80a57f7dbcf6-a91640fa,32,32,0,0,0
80d982a308bd-3057321f,31,25,0,0,0
810812a633be-8b83443c,9,8,0,0,0
81ca7bd364d5-885c8cad,4,1,0,0,0
82c9f66f0c21-40dc593c,41,34,0,0,0
82d6ecb08814-c5faff69,3,0,0,0,0
83127b3f1698-e998e39c,3,1,0,0,0
833bfbfd7beb-09a2f021,3,0,0,0,0
839a03c153f9-41c3004e,37,27,0,0,0
8417f6ea5a0c-c13d3a4b,9,9,0,0,0
846394e1502b-f015842c,14,14,0,0,0
85163a4c11a8-f03853f0,39,39,0,0,0
85ba85547381-04c2c8c1,37,37,0,0,0
85c7c771bfb3-e6fd302f,9,8,0,0,0
85eaa4a7b8ed-c41e8f0b,37,34,0,0,0
85fe93f4712c-4f183455,10,8,0,0,0
860d9d7ffd4a-7188d154,13,11,0,0,0
863421189110-93292972,3,0,0,0,0
86c7444bb6c0-3ec2c167,23,23,0,0,0
872fde124cff-9f2fff09,11,8,0,0,0
87579e0e777a-f487b816,14,14,0,0,0
87586ba24656-029b21d1,9,8,0,0,0
877b860a0fb5-026d3db8,2,0,0,0,0
87c4c121726c-2ae8a127,7,7,0,0,0
87c902941038-39c7616f,40,38,0,0,0
881cdba26a38-2ca8e5a6,11,10,0,0,0
882372c6db0f-152dd146,2,0,0,0,0
8835daf1f005-7f465603,31,29,0,0,0
884917b9d52f-f13c2ca5,34,34,0,0,0
88b433f3aaf0-33d81339,71,54,37,27,5
8907b51a1545-31eda0fc,13,13,0,0,0
89b09f1fea20-fd8665af,5,4,0,0,0
89b0f90bdd25-adef3f79,3,1,0,0,0
8a39f9bfb96f-50c481c4,16,12,0,0,0
8b4763dc29bc-83608781,2,0,0,0,0
8b77791d9cb3-b87dacd3,9,0,0,0,0
8bcb9ab7917f-9ce7b857,11,8,0,0,0
8c086d23a368-df84e44d,1,0,0,0,0
8c46bda8f6e8-3ea8f021,8,7,0,0,0
8c4beecaae32-67e63267,3,0,0,0,0
8c70a7b9295a-574bb854,2,0,0,0,0
8d29aba6064f-f4c14652,3,1,0,0,0
8e29b64257a1-89de7410,2,0,0,0,0
8e5be34f4456-a3b6ab09,6,2,0,0,0
8e7030e91b2d-0bc1b365,2,0,0,0,0
8ec5187b1034-d1082b86,1,0,0,0,0
8eeaafb3894e-7206a93c,1,0,0,0,0
8fed7ccd6232-3c3575f8,41,39,0,0,0
901336eade8b-280d6c1f,4,0,0,0,0
912b7c13aac8-f91071a7,2,0,0,0,0
912bd9d1179f-abf9dd6c,8,5,0,0,0
91558c82cac3-bdd32134,5,3,0,0,0
9162fabfdb3b-43f59b0a,1,0,0,0,0
918b93af1b73-cdc639d3,37,37,0,0,0
9194bf8c2cd3-5f410fe7,2,1,0,0,0
91df0d30989f-499a2dbe,23,20,0,0,0
923e78b072bd-640f25d5,7,6,0,0,0
9258d6b41cfc-36eade46,17,0,0,0,0
927f63ea2bd5-7bd8986f,2,1,0,0,0
92a4f75783f5-b1b4ed6b,17,15,0,0,0
92e0d750a890-da3bb683,3,1,0,0,0
937006179134-858a6d2e,7,4,0,0,0
939dd80834bf-21aae642,1,0,0,0,0
94407613d321-29466503,27,19,0,0,0
94e2a74642eb-ed9c811a,41,38,0,0,0
95b017dd2bc3-23e2a680,10,7,0,0,0
95b16cca6cd5-58be560e,8,5,0,0,0
9686817f6aa7-1e5d3d71,41,38,0,0,0
9774331be896-c6dd0110,73,69,0,0,0
979797b84c71-1c158c3c,1,0,0,0,0
981f0fcdf7ac-c4445ea3,5,1,5,0,0
982cd7650eaf-f13ce5a3,37,36,0,0,0
9846a972aebb-61a21abd,3,0,0,0,0
98fa54835942-98dbd99e,1,0,0,0,0
999dc9a79c0f-ae1572a9,1,0,0,0,0
9a5e26ad3ab3-19d6bee8,2,0,0,0,0
9a7534584e0c-22d95a38,2,0,0,0,0
9a84f8c93ba1-17a1307c,3,0,0,0,0
9b20cd87a74f-85b9ab78,25,24,0,0,0
9b27966fa918-bca50d75,16,10,0,0,0
9b36083cb8d9-9cc27993,25,22,0,0,0
9b62d535aa5d-f8308487,8,6,0,0,0
9ba8b14da0bb-384b0d1c,2,0,0,0,0
9bbc2820dbc5-9e529b97,16,14,0,0,0
9c05b1c6ec0b-0d4eb6cb,11,10,0,0,0
9e7080e090d4-07f1aaae,8,6,0,0,0
9e7bf4f2c238-def38770,37,37,0,0,0
9ed3e54d13dc-e3db7d9f,19,17,0,0,0
9f0714d50e99-aac48dc6,39,39,0,0,0
9f7df943998f-ced1dfcf,7,6,0,0,0
9f88be2b0e76-1727263e,34,31,0,0,0
a0986ddeecad-72dac193,7,6,0,0,0
a10e208a7cbf-18ab3ecb,1,1,0,0,0
a1a44434a731-b891a9f9,26,21,0,0,0
a1b3a24af5a5-4425edaa,1,0,0,0,0
a2665e4da113-7952a072,39,39,0,0,0
a2cb4511a365-86b1ab2b,2,0,0,0,0
a39f6097ae1d-ed743070,10,8,0,0,0
a4248a460a0b-6b935471,6,3,0,0,0
a493fc3ea71d-2d339edb,5,0,0,0,0
a4b9c0bf4d1f-873bcff7,28,25,0,0,0
a5b1f3d30ac4-4b5a7ab6,31,29,0,0,0
a676c9cda421-5d99cadc,5,0,0,0,0
a706c2fe796f-aea06760,2,1,0,0,0
a78320599f6e-722004b5,1,0,0,0,0
a79927384436-d6903332,39,39,0,0,0
a83b45af9667-3af006e2,12,7,0,0,0
a83e9a20f9da-aae90110,8,8,0,0,0
a8a1f3d2a656-1dc911d2,5,2,0,0,0
a8a352096408-137e9da2,19,17,0,0,0
a9911630eae5-8dde5e85,4,4,0,0,0
aa243c048191-c5389f29,31,30,0,0,0
aa50115c0983-e6f73611,1,0,0,0,0
ab5d23e8ff27-e619fdc2,1,0,0,0,0
abc0163d8c5e-40661798,1,0,0,0,0
abcd962bafa7-0bf9a062,7,2,0,0,0
ac8700d11497-52a56aae,2,0,0,0,0
ad0cc0808821-42d8da70,21,19,0,0,0
adb63f498628-ce93ba0f,39,32,0,0,0
aea456d0ee05-122e4b6f,17,14,0,0,0
aebcf03f219b-76d1d74b,3,0,0,0,0
aec6740f748b-335db63d,4,0,0,0,0
aee587b8d428-1f396c5e,2,0,0,0,0
af009df81059-06a377e8,2,0,0,0,0
af76ddc7c585-014304a3,14,14,0,0,0
af772812fda4-70b0205c,1,0,0,0,0
b03271039176-6682fbbc,27,18,0,0,0
b0b90595390a-2a4afef1,7,6,0,0,0
b0d469140873-de9eee67,18,16,0,0,0
b105dd1d3eeb-6ce568ca,1,0,0,0,0
b11471b0bbf2-4d8f4820,1,0,0,0,0
b127f452d472-88d2400c,23,9,0,0,0
b15b949ff8dd-2f7d91cc,7,7,0,0,0
b15bd91727b4-89ff9d80,5,4,0,0,0
b1eee3b51106-2d50ca5e,8,6,0,0,0
b232a4b3078f-72a1f245,36,35,0,0,0
b242b05cf1de-e690903a,14,14,0,0,0
b2ede981fa75-24d1f7c3,6,5,0,0,0
b304c3712800-17d8cc7c,6,3,0,0,0
b32f6f3b2c9a-01a5db7d,10,2,0,0,0
b379520109a3-4c844792,17,15,0,0,0
b40e91b80227-e408d5ac,1,0,0,0,0
b4153c59a7a3-3d022136,26,24,0,0,0
b422cac942b3-1a445263,5,4,0,0,0
b4a1c2dcbcbd-cf38ffb3,1,0,0,0,0
b576f2e8ba00-46dc990c,1,0,0,0,0
b5b80468e8c5-1839573f,6,2,0,0,0
b740c78902cd-72d9218a,1,0,0,0,0
b751f99a695a-a1469f06,2,0,0,0,0
b77c5412ff72-ecb7d666,4,0,0,0,0
b78e8cb2ad00-26b7fc4b,14,13,0,0,0
b81edcde9d17-4b25c7f3,46,41,3,8,2
b8d1b90d52d9-be3ee998,37,37,0,0,0
b8d75bc22690-1ead038a,41,41,0,0,0
b8e9a58dca88-3dd87311,11,9,0,0,0
b91b20c996e0-655328a5,22,18,0,0,0
b926b52c62e1-51ebc514,39,39,0,0,0
b92e63d3d041-5433260f,1,0,0,0,0
b95d8a42cfec-d5380c9a,22,13,0,0,0
b9629956b6e9-3aa09438,22,17,0,0,0
b9eb530262d3-1b2d98c2,43,43,0,0,0
ba13e27f9ac6-07c9eece,13,6,0,0,0
ba17a8b47836-78dab612,172,135,16,72,10
ba630f9bb4e3-78eaf196,9,4,0,0,0
ba89dd84d926-cbc0ef63,1,0,0,0,0
bbfd4274e8dd-222d0f48,13,12,0,6,0
bc2154588033-b714aa3d,9,5,0,0,0
bc22086a7729-4a3a072e,3,0,0,0,0
bc2803036a10-ab78c583,1,0,0,0,0
bc8120df99fb-75596c77,36,35,0,0,0
bcb5e4efb353-c11edb0c,10,8,0,0,0
bd1c41cf27a8-766a7dda,33,32,0,0,0
bdd1227cff53-bc98c348,1,0,0,0,0
be016378c109-276b46b4,5,4,0,0,0
be134935dc17-6f1c3738,2,0,0,0,0
be32efad8780-026ffa0a,41,41,1,1,0
be58b65c0ef1-9f512fff,2,0,0,0,0
bea6199cc0da-09c1b836,1,0,0,0,0
bec56b8c6f08-e80d05a4,122,107,27,50,13
bed1c7b0527d-4713518c,11,9,0,0,0
bf55ed9c55aa-948665e7,4,0,0,0,0
bf82175bd061-7d140f45,10,9,0,0,0
bfdbf8fdb0ff-5c56489c,4,3,0,0,0
c003fb67b84d-e7eb81be,29,26,0,0,0
c0f565b4890c-03a3ed40,24,24,0,1,0
c1144cabc869-f9f6555b,37,37,0,0,0
c183bb97a129-a5c9187e,5,4,0,0,0
c286061b7363-b9557997,39,39,0,0,0
c2a698df3b67-bd03ebae,39,39,0,0,0
c2a97dcbcdd5-e6734a23,1,0,0,0,0
c3a9b6b19ee0-5b59dad9,26,18,0,0,0
c42e6c1f971f-82449ba7,1,0,0,0,0
