hour,skip_rate
0,0.0
1,2.3195876288659796
2,0.0
3,1.0141987829614605
4,0.8042895442359249
5,0.7017543859649122
6,0.6060606060606061
7,0.41753653444676403
8,0.7462686567164178
9,1.282051282051282
10,0.2583979328165375
11,0.21413276231263384
12,0.0
13,0.0
14,0.2881844380403458
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
